,Unnamed: 0,ID,Title,Lat,Lon,Slug,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12
509,515,6531983,Кировский завод,59.8833333333,30.25,,23,9,8,18,80,29,64,44,72,15,12,28,16,38,55,55,58,38,32,44,55,50,51,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,516,23101387,Тангомания,59.9466569619,30.354197796999998,,16,6,6,6,2,7,10,3,7,11,6,9,12,16,42,44,28,21,7,10,13,24,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,517,942590123,Открытая киностудия «Лендок»,59.92405,30.2971,,127,252,208,248,195,182,164,189,166,298,182,234,123,103,102,97,94,134,129,107,150,204,324,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,518,557613111,Невский,59.9165,30.47424,,7,2,8,12,361,1154,468,609,350,205,224,144,583,434,567,248,272,375,255,288,274,241,247,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,519,214500584,Клуб Джаггер,59.853730000000006,30.303109999999997,,143,241,216,153,213,136,97,102,181,229,241,193,149,80,105,75,49,44,37,28,29,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,520,1021946771,Ресторан «Двор Помидор»,59.8691,30.350659999999998,,176,204,186,202,179,141,100,149,232,286,331,440,291,360,373,320,194,172,239,225,166,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,522,280041508,Папанин,59.8891,30.31867,,31,58,70,71,49,50,50,46,49,71,66,139,135,63,102,92,99,47,41,40,31,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,523,7707226,Кафе Фрида,59.946259999999995,30.358220000000003,,40,42,57,46,45,74,67,25,22,25,23,25,43,44,41,38,42,26,17,54,60,52,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,524,1054622954590013,"Галерея Свиное рыло / ""Pig Snout"" art gallery / Saint-Petersburg",59.9374831039,30.3424358368,pig-snout-art-gallery-saint-petersburg,38,256,163,104,152,128,91,57,17,91,57,57,47,74,99,125,58,49,48,109,139,80,62,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,525,1004771584,"Санкт-Петербургский Государственный музыкально-драматический театр ""Буфф""",59.931438154300004,30.4172989986,-,138,326,385,474,353,359,180,43,285,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,526,413222177,Mayakovskaya (Saint Petersburg Metro),59.9311326364,30.3544568572,mayakovskaya-saint-petersburg-metro,61,61,153,204,330,177,195,227,263,498,470,381,433,318,203,196,204,190,174,179,211,205,186,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,527,432684340,Радио Рекорд,59.8548660316,30.239775727399998,,114,90,136,130,120,73,71,86,65,86,93,72,27,53,50,53,56,40,45,66,54,53,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,528,215757397,Metro Club,59.910759999999996,30.348840000000003,metro-club,189,62,168,110,55,43,8,24,130,205,213,96,38,37,33,35,71,92,67,35,56,155,106,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,529,1032872059,莫斯科站 (聖彼得堡地鐵),59.8521916667,30.3222055556,,8,4,3,3,9,4,3,5,3,0,0,1,3,2,1,1,2,1,1,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,530,748899039,Счастье На Большом,59.96481,30.30994,,228,252,315,246,264,245,301,409,587,717,560,552,415,381,509,428,366,380,392,333,297,406,475,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,531,275045237,ЖК Доминанта,59.85495,30.35035,,207,253,175,197,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,532,474803835,"Гостиница ""Орбита""",59.99831,30.36873,,8,4,2,1,9,11,4,1,1,3,0,3,0,2,1,2,1,9,6,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,533,226663291,Александринский театр и Новая сцена,59.930287907700006,30.337589980500002,,231,304,485,1900,573,489,1125,564,633,2842,1172,571,559,383,645,1950,611,592,398,492,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,534,219875592,Imperial Academy of Arts,59.937509999999996,30.29022,imperial-academy-of-arts,255,583,833,721,1019,801,514,259,399,736,842,697,755,619,545,516,500,674,609,292,335,529,394,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,535,567046137,Гладкова,59.89313661,30.2586849,,7,4,13,29,3,9,3,17,11,9,11,10,15,11,5,10,5,6,20,8,11,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,536,427477334,Oktyabrskiy Big Concert Hall,59.93549,30.365579999999998,oktyabrskiy-big-concert-hall,561,1238,377,733,951,895,1298,140,520,1763,1422,1731,943,1470,1215,1249,801,885,194,64,453,749,1093,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,537,510696972,"Невский Проспект, Санкт Петербург",60.0350114172,30.298880655500003,,528,520,2382,2624,508,6,7,0,0,0,0,0,0,0,0,0,0,24,2,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,538,270788664,"Victory Square, Saint Petersburg",59.8427,30.3219,victory-square-saint-petersburg,284,240,242,289,583,356,363,515,514,0,55,429,482,320,300,242,568,266,180,189,253,276,184,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,539,578687367,Petropavlovskaya Krepost,59.96725,30.315640000000002,petropavlovskaya-krepost,20,18,49,47,112,86,117,120,104,121,112,50,85,92,304,270,232,213,149,167,118,181,119,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,540,213105279,Театр антрепризы имени Андрея Миронова,59.9657452864,30.312605488600003,,247,216,278,274,222,182,236,149,197,320,289,229,190,272,299,289,189,128,190,138,208,239,234,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,541,229370699,На Тореза,60.0020116067,30.3581857681,,106,34,37,34,35,39,51,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,542,222269810,"Ретро-клуб ""Пионер""",60.00649,30.26806,-,79,93,123,102,93,73,56,47,50,71,64,72,53,38,41,27,19,42,29,30,15,42,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,543,1078062212228789,Этобар / thisisbar,59.929759999999995,30.348470000000002,thisisbar,52,96,96,53,63,63,43,77,101,71,78,47,73,41,60,58,47,36,39,47,39,45,60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,544,498758788,Karelia business hotel,59.9699448353,30.4258136295,karelia-business-hotel,13,3,12,4,1,11,6,25,51,36,29,38,56,39,28,23,32,21,23,25,18,18,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,545,463105,Stroganoff Steak House,59.933288894899995,30.3000946909,stroganoff-steak-house,111,94,85,136,91,114,97,105,71,80,71,119,95,103,102,78,94,108,136,107,117,116,112,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,546,216536757,Metro St. Petersburg,59.86603063770001,30.2638874356,metro-st-petersburg,51,45,94,215,212,155,207,153,33,21,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,547,221100930,Family Fitness,59.8539721775,30.34909631,family-fitness,102,140,118,113,118,98,102,95,115,71,151,41,68,139,108,102,87,94,89,88,65,79,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,548,215251895,Кинотеатр Великан Парк,59.956127559399995,30.3146266937,,302,339,426,388,388,259,202,256,344,442,374,293,255,263,305,233,278,237,158,177,192,265,215,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,549,983467740,Au Pont Rouge,59.933189399999996,30.314310100000004,au-pont-rouge,588,648,751,739,788,673,669,637,876,813,813,811,794,657,650,721,643,730,660,715,894,799,696,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,550,218592063,"Площадь Восстания (станция метро, Санкт-Петербург)",59.931561111099995,30.360566666700002,-,18,21,26,45,107,72,84,90,102,208,323,444,437,240,615,730,743,513,312,369,356,434,480,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,551,438222526,SIBUR ARENA,59.971602276800006,30.2268127223,sibur-arena,1764,2290,1236,1803,1289,227,175,589,1647,737,1809,2395,2060,2389,523,818,288,197,146,104,1779,1540,1540,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,552,418518446,Ploshchad Alexandra Nevskogo I,59.92436944439999,30.384988888899997,ploshchad-alexandra-nevskogo-i,22,51,67,88,96,53,61,105,117,118,141,184,130,95,92,101,152,82,72,33,52,112,95,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,553,1030270323,White Horse,59.8554,30.378840000000004,white-horse,4,3,4,1,7,1,0,0,0,0,0,2,0,5,1,2,0,0,1,0,1,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,554,276443472,Мамалыга,60.00476999999999,30.32713,,93,97,86,74,45,46,67,59,76,99,85,109,91,114,104,112,71,77,92,107,140,132,97,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,555,225483374161783,Jagger Club. Live music.,59.853730000000006,30.303109999999997,jagger-club-live-music,62,114,109,95,84,64,90,30,73,102,116,100,44,80,164,125,90,27,14,1,5,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,556,1034548158,Feromon Lounge,59.85273000000001,30.331559999999996,feromon-lounge,11,25,49,33,26,10,19,19,24,18,28,26,34,30,24,28,42,40,38,23,40,26,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,557,229223464,Спас На Крови,59.987557126700004,30.2095514867,,1184,1294,71,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,558,568654920,"Особняк Общества ""Пальма""",59.928380000000004,30.300520000000002,,182,222,370,297,188,135,226,261,175,348,334,305,204,134,196,198,202,217,145,146,194,256,372,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,559,434909118,СЗГМУ им Мечникова ИИ,59.97391999999999,30.41722,,20,42,63,85,86,128,50,43,158,129,87,80,108,252,198,176,243,110,25,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,560,1024519937,Cocos Bicycle workshop,60.0357934847,30.327361822100002,cocos-bicycle-workshop,2,4,4,4,1,1,2,2,0,4,0,2,5,0,2,1,5,2,0,0,2,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,561,68004469,Цифербург,59.940684122200004,30.3411852231,,477,439,667,647,779,643,682,618,603,668,586,620,598,624,539,524,447,348,345,490,407,446,431,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,562,515726762,Ленинград Центр,59.945907034799994,30.3688852463,,449,522,9,12,126,1058,522,257,360,705,688,561,467,478,553,532,387,350,420,216,359,752,645,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,563,273455348,Бар и караоке Bar-in,59.955310661700004,30.4651392767,bar-in,47,44,77,51,51,38,42,15,24,19,18,10,17,15,18,23,19,7,4,6,13,9,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,564,658131717,Маза Парк,59.883466255900004,30.369293716599998,,224,203,174,120,127,182,189,159,129,1,0,0,0,0,1,0,1,1,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,565,32050978,Площадь Московские Ворота,59.8907542925,30.3193981242,,7,3,16,3,15,6,9,9,13,8,9,6,5,4,8,10,10,9,5,9,18,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,566,1579324629024544,Фабрика Футбола,59.88081021439999,30.3967759659,,94,136,179,101,153,90,83,31,33,76,198,148,90,184,127,78,67,104,30,23,78,101,116,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,567,1024919522,Дом,59.848081469499995,30.4063689709,,27,20,31,32,14,23,7,3,24,92,8,5,8,7,8,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,568,453498680,CheerDuck,59.9418743045,30.224508442199998,cheerduck,88,109,121,102,84,85,90,75,47,88,103,130,89,82,101,63,72,72,65,38,37,59,49,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,569,640147839,Индия Гоа Калангут,60.0174951742,30.399985864899996,,26,3,7,1,0,0,0,0,0,0,3,1,4,2,3,1,2,0,0,3,1,11,34,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,570,2738983,Петровский Форт,59.957426093500004,30.3420880218,,119,136,145,102,133,130,94,94,102,86,82,176,77,86,110,59,48,38,69,56,41,46,51,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,571,217508284,"Поезд Сапсан, Sapsan high-speed train",59.9282121214,30.3628608637,sapsan-high-speed-train,305,307,380,364,362,417,421,290,222,272,13,23,12,16,7,17,12,17,18,15,1,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,572,217477311,Технологический институт,59.916389,30.318610999999997,,82,93,91,233,164,181,222,190,213,223,172,167,144,157,313,292,282,261,255,261,300,321,318,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,573,281426907,Станция-Сортировочная,59.86693928,30.42432527,-,13,7,6,14,20,12,18,1,3,23,32,16,16,12,11,20,27,19,18,24,21,18,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,574,1392112211085051,Бар 8,59.9597119432,30.310529252600002,8,48,49,70,68,54,54,51,51,45,37,34,29,32,25,26,23,36,54,59,37,64,36,56,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,575,431507539,General Staff Building,59.9380477017,30.3184521384,general-staff-building,437,1461,2096,1791,2750,1854,2088,1199,914,871,1322,984,1463,1298,1316,1067,714,632,613,417,680,898,1195,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,576,163653613,KROO CAFE,59.9376900338,30.374097046,kroo-cafe,100,79,85,94,84,94,89,81,71,56,65,62,56,72,81,85,80,79,76,63,62,54,49,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,577,528656719,Гризли,59.896809999999995,30.47611,,6,5,21,6,8,7,6,6,12,7,11,12,13,7,7,6,19,19,7,8,19,18,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,578,421559890,Kriek,60.0400600396,30.324623128600003,kriek,53,43,53,25,29,29,41,28,37,54,37,40,32,30,9,34,19,24,45,10,2,7,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,579,706750761,Пр.маршала Блюхера,59.9761386384,30.398466110700003,,90,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,580,13911032,Токио City,59.83262584,30.19999918,city,105,91,91,70,70,75,99,75,53,108,184,122,135,2,1,0,1,59,178,188,208,165,130,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,581,342168891,Vitebsky railway station,59.91989,30.329040000000003,vitebsky-railway-station,567,603,829,758,1094,859,1022,866,870,758,647,471,564,448,494,372,624,584,713,705,588,1141,1385,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,582,431566615,Dunes on Ligovsky,59.924240607399994,30.363038785500002,dunes-on-ligovsky,52,22,42,37,81,111,98,56,85,45,42,46,24,15,22,45,157,229,189,130,94,40,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,583,1881588772058891,Амбассадор Гостиница,59.924519999999994,30.31062,,1,0,0,0,0,0,0,9,26,161,64,113,66,29,29,51,66,15,30,17,24,32,38,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,584,3378097,ДельМар,59.869818,30.3202911833,,83,153,127,105,102,63,151,137,80,132,184,146,106,129,151,155,125,148,169,157,163,299,245,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,585,410225290,ITMO University,59.957448899999996,30.3079534,itmo-university,112,133,221,269,181,214,121,112,198,262,257,251,127,207,179,172,139,229,161,78,198,216,256,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,586,221605098,Courtyard by Marriott St. Petersburg Vasilievsky,59.948901166999995,30.2791415154,courtyard-by-marriott-st-petersburg-vasilievsky,55,57,71,144,174,101,93,55,120,106,67,90,99,117,95,151,99,55,54,63,87,116,98,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,587,230192615,Admiralteyskaya,59.93600000000001,30.31457,admiralteyskaya,96,50,168,151,207,162,215,155,196,187,256,216,256,188,215,176,318,235,256,243,226,264,245,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,588,945599091,Аврора,59.95296,30.33235,,124,107,134,111,225,338,428,399,388,351,594,229,286,244,288,435,502,355,474,420,375,355,333,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,589,275558261,Полежаевский парк,59.838776100000004,30.17950685,,44,68,51,104,203,334,395,316,330,408,403,182,96,172,116,76,319,225,80,79,82,111,43,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,590,498549930,Extra Sport,59.8536091196,30.342459987199998,extra-sport,89,67,115,85,66,32,21,23,64,137,70,25,62,35,39,52,33,26,23,45,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,591,218172004,Новочеркасская,59.928888888900005,30.4116666667,,48,51,35,68,31,67,76,107,131,130,159,185,166,152,259,241,223,146,154,158,148,208,185,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,592,1616437875254013,Общество Юных Архитекторов / Young Architects Society,59.92505,30.24083,young-architects-society,37,50,49,38,18,21,4,4,10,16,16,14,31,22,29,21,7,11,5,18,44,13,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,593,1020440488,Ботанический cад Петра Великого,59.9712,30.32289,c,843,1553,3308,1625,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,594,187863005092077,Суворовский Проспект,59.942519999999995,30.382720000000003,,3,0,2,0,0,0,2,5,3,166,205,289,268,214,278,348,230,366,195,285,304,351,328,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,595,1025892002,Studio No.8,59.935322928699996,30.439858538200003,studio-no8,296,303,391,326,186,139,146,151,135,247,224,250,187,152,186,220,116,111,106,126,158,202,143,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,596,683846891,Площадь Восстания,59.931000000000004,30.362,,194,131,298,533,638,414,468,462,370,24,26,64,52,41,92,130,138,68,82,167,188,196,181,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,597,422711203,Chkalovskaya (Saint Petersburg Metro),59.961055555600005,30.2920277778,chkalovskaya-saint-petersburg-metro,88,108,183,136,180,153,177,171,197,280,345,372,385,375,283,257,265,243,280,307,379,422,373,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,598,505551167,Гражданка,60.035790401599996,30.4192090105,,117,158,194,199,283,182,176,246,362,458,359,1104,919,757,847,820,809,707,736,727,279,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,599,456486816,"Kirovsky District, Saint Petersburg",59.869693999999996,30.231028000000002,kirovsky-district-saint-petersburg,38,50,36,45,55,53,53,88,77,62,57,82,89,119,131,127,110,98,115,119,118,72,52,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,600,349684021,Red Bridge (Saint Petersburg),59.932976814300005,30.3150061512,red-bridge-saint-petersburg,315,341,429,521,756,602,607,618,568,461,541,365,350,271,277,318,290,341,412,349,345,292,170,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,601,459203640808298,Салют Талантов,59.95799,30.2998,,3,1,0,1,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,602,116618762357204,"Московский Вокзал, пл. Восстания, Санкт-Петербург",59.929962823000004,30.3621200478,-,3,0,0,3,2,4,5,1,5,157,442,383,388,324,412,472,484,1040,1219,1210,956,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,603,225238323,Театр Эстрады им. А.Райкина,59.93711,30.32155,,192,243,358,295,276,231,225,240,272,295,301,449,217,281,263,229,234,209,243,190,124,287,363,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,604,1835435,Юсуповский Сад,59.9239673024,30.312031516199998,,376,519,615,624,1282,1498,1599,1484,1528,1272,575,572,228,515,269,351,939,550,724,1109,1378,1623,620,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,605,587506937,Репино,59.83971647,30.500659876700002,,183,128,122,155,386,389,443,562,603,496,232,167,223,297,203,439,930,782,789,722,533,620,514,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,606,435218734,Дворцовая набережная,59.9412305556,30.312627777800003,,49,47,44,75,670,937,1034,432,425,437,273,156,91,36,80,96,115,105,73,97,66,80,209,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,607,421483657,Малая Садовая улица,59.9347937813,30.3376833384,,137,94,65,90,128,86,109,100,94,56,30,101,121,34,59,87,78,92,80,95,92,101,103,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,608,223299020,Диво-остров,59.972818000000004,30.25338,-,114,136,135,233,6314,8759,10090,6506,2900,1429,545,187,182,179,189,1174,5888,4766,4193,4660,2698,1178,566,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,609,636261769,"Hikkaduwa, Sri Lanka",60.0292553305,30.295840501799997,hikkaduwa-sri-lanka,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,610,1029769865,"Центр пляжных видов спорта ""Цунами""",59.89001999999999,30.38117,,47,60,38,53,48,12,14,28,37,98,39,48,34,53,50,28,22,4,12,9,27,34,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,611,266582661,Елизаветинская больница,60.0245,30.39074,,101,92,108,111,102,104,122,68,65,98,106,113,72,99,65,57,51,71,73,55,52,73,64,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,612,7636075,Дом Молитвы ЕХБ,60.0333426654,30.3136217658,,41,24,32,51,28,23,6,63,29,30,29,31,38,21,21,25,18,14,2,20,20,27,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,613,293698671014152,Feromon Cafe Komenda,60.00694620310001,30.264544487,feromon-cafe-komenda,43,43,57,31,37,31,35,36,36,26,21,44,47,29,31,29,38,29,48,23,13,8,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,614,275849997,Орехово,59.92341626,30.33039738,,23,47,39,15,40,50,126,281,241,136,60,84,126,159,80,0,128,329,457,468,363,231,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,615,297680641,Kanonersky Island,59.901658838,30.21442399,kanonersky-island,95,86,101,97,489,777,696,564,161,0,0,0,0,0,0,0,0,2,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,616,1009297582,Ресторан «Блок»,59.9458153395,30.3685878744,,525,538,748,599,592,534,550,534,535,518,547,577,488,440,526,420,514,545,432,476,498,490,562,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
