,Unnamed: 0,ID,Title,Lat,Lon,Slug,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12
4092,4263,1180977728673164,Планета Марс,59.85876537,30.31442106,,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,4264,703117936738079,Avito,59.9321471776,30.4028505956,avito,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,4265,721392408,Почта России ОПС 195271,59.98608,30.4122,195271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,4267,1957792797811022,Ginza Hotels,59.973193410600004,30.319103446,ginza-hotels,0,0,0,0,0,0,0,1,0,1,0,7,15,10,27,48,39,24,23,21,22,28,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,4268,259917184570614,Дацан Гунзэчойнэй,59.983540000000005,30.256,,0,1,1,3,0,0,0,1,0,1,0,0,0,0,1,0,2,18,90,141,108,146,117,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,4269,2215401571872868,Ты и Я,60.03329,30.36686,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,4270,343633112752833,Городская Больница 26,59.8489875175,30.297017808699998,26,0,1,0,0,0,0,0,1,8,0,1,1,0,0,12,19,22,25,19,28,26,13,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4099,4271,188062498466493,ANNA NOVA Jewelry,59.9830367911,30.3908592144,anna-nova-jewelry,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,7,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,4272,506914432,District de Kirov,59.869693999999996,30.231028000000002,district-de-kirov,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,4274,783573581,"Rusanovka, Leningradskaya Oblast', Russia",59.9167,30.4333,rusanovka-leningradskaya-oblast-russia,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,4275,500440180304328,Фабри́к,59.923730000000006,30.24417,,0,0,0,0,0,0,0,18,16,7,11,16,8,8,0,0,4,17,2,2,2,184,77,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,4276,1823662481281120,Studio Context Diana Vishneva,59.9294120875,30.287760902,studio-context-diana-vishneva,0,0,0,0,0,0,0,5,88,76,74,38,51,41,56,60,37,28,64,50,68,32,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,4277,1014917064,Oboechovo (metrostation),59.848711111099995,30.457741666700002,oboechovo-metrostation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,4278,504296985,Городская больница 23,59.8928782,30.411317699999998,23,0,2,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,4279,498218743692608,Усадьба Карелушка,60.028750225799996,30.291534236799997,,2,3,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,4280,811052023,Teplomir,59.98611,30.356240000000003,teplomir,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,4281,147595355845432,ПромЭлектроСервис НКУ,59.8368,30.1589,,0,5,2,0,0,0,0,0,3,7,1,6,0,3,3,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,4282,1032570983,Эксклюзив СПб,59.94924,30.424670000000003,,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,4283,226440005,Московский вокзал,59.9287166667,30.3624333333,,0,0,0,0,0,0,0,259,304,102,67,110,106,78,126,202,214,188,187,173,142,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,4285,40323632,"Дом Молодежи ""Атлант""",60.014019168599994,30.434984917199998,,1,0,1,0,0,0,0,1,9,11,24,63,14,34,35,56,25,19,3,5,4,22,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4112,4286,230604070889893,"ТРК ""Порт Находка""",59.83174,30.501340000000003,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,52,59,49,68,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,4287,503757070138965,"Октябрьская наб., 114",59.86289317560001,30.494382648400002,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114,4288,492812587760766,Токио-Сити,59.8398419751,30.396010130100002,-,0,0,0,0,0,0,0,1,0,30,141,127,156,150,189,129,148,102,134,174,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,4289,522082831304043,Welcome Forum,59.95691,30.34173,welcome-forum,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,4290,733328830051157,"Программа ""Очищение"" в Санкт-Петербурге",59.854769999999995,30.24093,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,4291,222590701594921,Траектория жизни → школа компетенций в Санкт-Петербурге,59.9743213101,30.2307701111,-,0,0,0,0,0,0,0,26,17,0,4,1,1,1,8,10,11,4,6,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,4292,1024068122,МаленькиеДетки,59.832408900000004,30.219619800000004,,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,4293,439301479947790,Выше Крыши,59.8691,30.350659999999998,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,4294,1034093712,Nord Star Yachting,59.95848,30.2732,nord-star-yachting,0,5,8,0,0,0,0,1,0,0,4,1,0,4,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4121,4295,323033994856213,Остановка «ст. метро Старая Деревня»,59.9898157908,30.255154653,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4122,4296,511291255891987,Metropolis Gallery,59.916380000000004,30.39197,metropolis-gallery,0,0,0,0,0,0,0,41,37,148,135,126,40,139,93,89,124,166,106,52,56,96,48,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,4297,1223955414388604,Horti • Овощная лавка • Сообщество,59.99321,30.403190000000002,horti,0,0,0,0,0,0,0,4,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,4298,283961719180897,Озерки,60.0378468,30.3709772,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,4300,1192950737442491,Контраст,59.9904016751,30.467662811300002,,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,4301,1017461001,Новая Надежда,59.9200542251,30.500385761300002,,0,0,0,0,0,0,0,1,0,0,1,2,0,0,3,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,4302,417959758,Евразия Сеть Ресторанов и Суши-Баров,60.0344532687,30.4175799721,-,0,1,0,0,0,0,0,1,20,7,12,12,19,10,11,13,7,9,11,23,22,27,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,4303,539184361,Club Marinn,59.95758000000001,30.215390000000003,club-marinn,0,0,0,0,0,0,0,3,2,1,1,2,3,3,2,2,2,1,0,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,4304,1603301889994169,ВестКолл СПб/Телекоммуникации для бизнеса,59.93705,30.22536,,1,2,3,3,0,0,0,1,4,3,6,5,1,2,2,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,4305,1302323559913777,AVE Wake,60.0398711371,30.276367664299997,ave-wake,1,0,0,0,0,0,0,8,7,1,1,1,2,0,1,3,10,22,38,44,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,4306,1478587785773273,Pulkovo Park,59.832200890299994,30.3270506859,pulkovo-park,0,0,0,0,0,0,0,1,0,5,6,2,10,10,36,21,49,34,35,27,16,29,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,4307,113750035879649,Fight Club.Life,59.85161579999999,30.1419066,fight-clublife,0,0,0,0,0,0,0,7,12,3,12,12,5,1,3,0,1,1,3,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,4308,1867043413563578,Petrokon,59.8674971925,30.4726624489,petrokon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,4309,100223344699078,Александр-Недвижимость Московское отделение,59.848659999999995,30.322440000000004,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,4310,1029410698,Sofas & Decor,59.97636,30.366059999999997,sofas-decor,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,4311,161869334269849,"Затусим:  Прокат снегоходов, гидроциклов, квадроциклов",59.95604161479999,30.261926651,,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,4312,660288764430636,Богословское Кладбище,59.9886415887,30.394105911300002,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,4313,640831406,Йога выравнивания позвоночника “Сундарья”,59.85018,30.2816,,0,0,0,0,0,0,0,1,1,2,15,40,51,50,44,34,32,5,0,1,1,4,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,4314,356715318526443,Ресторан «Кукумбер»,59.863769999999995,30.3467,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,4315,522610313,Детский сад 50 Приморского района,60.02151,30.25085,50,0,0,11,0,0,0,0,2,3,4,2,7,3,6,2,2,5,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,4316,750109896,Aura Restoran,59.87846696,30.45603929,aura-restoran,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142,4317,1037812239617528,Стоматология МедГарант СПб Dentistry MedGarant SPb,59.9168706651,30.4509043694,dentistry-medgarant-spb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,3,3,1,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,4318,329343410869076,"Площадь Старой ратуши, Выборг",60.005601399999996,30.2057909,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,4319,590523245,Сбербанк России,59.85548000000001,30.096390000000003,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,4320,202085756917443,CITY LIFE,59.9345,30.43487,city-life,0,0,0,0,0,0,0,3,1,2,1,1,1,2,5,0,2,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,4321,166286960973786,Оптиков и Туристская,60.0008670278,30.210283355599998,,0,0,1,0,0,0,0,1,0,0,0,15,0,0,0,0,0,1,1,2,2,32,82,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,4322,233175827225313,Sweet Museum St. Petersburg,59.831560499999995,30.3272512,sweet-museum-st-petersburg,0,0,0,0,0,0,0,1,0,0,0,0,40,180,606,441,373,256,244,424,305,337,69,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4148,4323,423723318,Токио,59.832815097799994,30.2001594767,,0,0,0,0,0,0,0,1,0,0,0,3,14,133,149,114,67,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,4324,145562192583135,Gocha's Кафе,59.951320007,30.409791388899997,gochas,0,0,0,0,0,0,0,1,0,0,3,3,2,3,2,6,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,4326,506109313,Ленинский Пр. 115 Библиотечно Культурный Комплекс,59.85135376,30.246949565799998,115,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,14,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,4327,383052595822131,Под ЗСД,59.959652,30.213503000000003,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,4328,1775952809371112,"O'Hooligans на Приморском, 137",59.983178285200005,30.215739011799997,ohooligans-137,0,0,0,0,0,0,0,1,0,1,4,22,58,23,38,33,10,43,31,22,19,37,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,4329,408369629211364,Студия Павла Полынова,59.968007256199996,30.2872574329,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,4330,215965672,İkea,59.892660155,30.5114734036,ikea,0,0,0,0,0,0,0,1,1,1,12,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4155,4331,856190991,Порт,59.8714634592,30.1989490374,,0,0,0,0,0,0,0,7,20,0,3,3,3,3,3,6,7,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,4332,288167184927200,Академия Смысла,59.923511698599995,30.346662998200003,,0,0,0,0,0,0,0,3,1,3,2,4,3,3,3,2,1,4,4,6,5,9,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,4333,502307787,кубинская,59.862458499999995,30.296083899899998,,1,0,0,0,0,0,0,22,19,35,6,25,12,9,11,12,21,13,13,7,15,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,4334,1335752996528592,Коко,59.90674,30.34617,,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,3,4,0,4,2,3,10,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,4335,619739321545569,JUST Bar,59.9024,30.32145,just-bar,0,0,1,0,0,0,0,18,83,143,179,100,42,34,38,34,24,59,27,24,19,25,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,4336,1336728923141276,Гагарин-Парк,59.86744100000001,30.3361315,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,4337,551414495,Море,59.9533489875,30.210797495,,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,1,1,45,71,57,34,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162,4338,219819675173100,Школа №440,60.000640000000004,30.1421,no440,0,0,0,0,0,0,0,1,9,1,0,1,0,0,1,2,2,0,2,1,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,4339,1103097676452309,Kalinka,59.9721093806,30.4171085358,kalinka,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,4340,125290154957787,Happy Fitness Premium,59.85057,30.304740000000002,happy-fitness-premium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,4341,281846452446513,ПитерКофе,59.8799018655,30.261526540100004,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,4342,1310867042271648,Синигейка,59.850849200000006,30.17748405,,0,0,0,0,0,0,0,5,16,11,1,0,0,0,0,0,0,0,0,6,9,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,4343,231675927505746,Flåm,59.9704553,30.39032728,flam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4168,4344,181356649055297,Ноянлар-СПб,59.97225,30.3824,-,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,4345,385506751845988,Косметология в Кудрово и ЖК Ласточкино Гнездо,59.9126864005,30.504441261300002,,0,0,0,0,0,0,0,1,8,7,5,0,5,9,7,7,4,3,7,2,2,11,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,4346,705915668,"Коломяжский Пр.15., Корпус 2",60.0014873,30.299317,15-2,0,0,0,0,0,0,0,33,49,70,23,34,67,29,42,77,83,79,93,114,182,136,55,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171,4347,197909003682057,Sputnik8: экскурсии по всему миру,59.94920189,30.274611943000004,sputnik8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,4348,526448130798235,Школьный Базар,60.0241658277,30.2290820875,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,4349,1266006583455467,пл чернышевского 6. ВЗ Московского района,59.86841999999999,30.317659999999997,6,0,0,0,0,0,0,0,5,16,9,13,4,6,2,1,3,3,2,1,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,4350,464568270557868,UDS Game,59.9244311216,30.3855872154,uds-game,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,4351,287842095400004,шанс арена,59.9848381371,30.3552974592,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,54,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,4352,433928140391697,Миндаль / Mindal Cafe,59.9341345883,30.2942419052,mindal-cafe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53,76,132,93,93,83,114,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,4353,530200914095153,В Ахуе,59.8432079507,30.144163054,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4178,4355,1930316093910738,Библиотека Друзей,59.84134,30.326209999999996,,0,0,0,0,0,0,0,6,8,13,7,2,4,11,16,25,3,8,1,6,4,10,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4179,4356,405949739772166,Английский язык на Ладожской - SkillSet,59.935171965500004,30.4375362396,-skillset,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,3,1,11,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,4357,1022686813,"Мебельный салон ""Нью Форм""",59.937902135,30.2140510075,,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,11,1,6,4,3,2,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,4358,317551682162490,Счастье в мелочах,59.892745,30.511426,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,1,0,2,34,41,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,4359,208450419929488,Костюшко,59.8445773782,30.304717961999998,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,6,17,22,27,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,4360,1024537484,"Таверна ""Старая подкова""",59.9977200549,30.14118433,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,4361,1148468498654341,Спорткомплекс «Волна»,59.85571329999999,30.329009399999997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4185,4362,712260438927366,Театр Танца Радость,60.02984,30.41633,,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,4363,377317242811068,"ЖК ""Резиденция на Крестовском""",59.97036,30.2645,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,4364,222926801775331,Church of the Savior on the Spilled Blood โบสถ์แห่งหยดเลือด,59.939643859899995,30.328037262,church-of-the-savior-on-the-spilled-blood,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,4365,139492933308638,М-47,59.994061067299995,30.195493698099998,-47,0,0,0,0,0,0,0,8,12,14,18,6,5,1,11,8,4,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,4366,231081010716429,Новостройки Санкт-Петербурга,59.8909821529,30.318692922600004,-,0,0,0,0,0,0,0,1,0,14,5,0,0,0,7,15,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,4367,296556544,Управление ГИБДД по С-Пб И Лен. Области,59.96614320689999,30.4785422756,-,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,4368,574577840,Heads and Hands,59.9097404936,30.2865662354,heads-and-hands,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
